Gene,log2FC,pval,-log10(pval),FDR,Status
NCAPG,1.7192115216739776,3.5652670231467497e-69,68.44790793780753,3.1805282078663047e-67,Upregulated in BRCA_Basal
AKR7A3,-5.104817370836337,4.469245342652631e-69,68.34976580375638,3.95258516985115e-67,Upregulated in BRCA_LumA
AMD1,1.4575855762693704,4.469245342652631e-69,68.34976580375638,3.95258516985115e-67,Upregulated in BRCA_Basal
SLC4A8,-3.6161501548702804,4.728883500649111e-69,68.32524138500095,4.164258869799075e-67,Upregulated in BRCA_LumA
WDR65,-3.94330276763139,4.786447163189245e-69,68.31998673083041,4.19693687582551e-67,Upregulated in BRCA_LumA
PGLYRP2,-5.826333919255409,5.294124068539501e-69,68.27620588516336,4.622333516523127e-67,Upregulated in BRCA_LumA
DSC2,2.6451003949075806,5.785082168945829e-69,68.23769046812687,5.029589658577564e-67,Upregulated in BRCA_Basal
A2ML1,7.194457772584698,5.926684806226606e-69,68.22718816885622,5.130958601441244e-67,Upregulated in BRCA_Basal
CHODL,4.473774360366566,7.019481949206757e-69,68.15369493842616,6.051501287135472e-67,Upregulated in BRCA_Basal
GRPR,-5.280937052168726,7.13349448828898e-69,68.14669766998018,6.12406024731018e-67,Upregulated in BRCA_LumA
NUF2,1.904386313719331,8.114605522962665e-69,68.09073258777424,6.937311505006165e-67,Upregulated in BRCA_Basal
UBE2C,2.136843130686177,8.447957824114395e-69,68.0732482629921,7.192331893575899e-67,Upregulated in BRCA_Basal
CENPO,1.3002154968457775,8.937704276582932e-69,68.048774019017,7.546659108927103e-67,Upregulated in BRCA_Basal
SYT9,-5.460836532927304,8.937704276582932e-69,68.048774019017,7.546659108927103e-67,Upregulated in BRCA_LumA
STARD10,-2.4627804405615885,1.1106698702410475e-68,67.95441500932044,9.339006917470668e-67,Upregulated in BRCA_LumA
YEATS2,1.2580802827598079,1.115146064324161e-68,67.95266824402803,9.339006917470668e-67,Upregulated in BRCA_Basal
C9orf30,1.1548512395199002,1.379996095179158e-68,67.86012214247162,1.1510064992230068e-66,Upregulated in BRCA_Basal
GPR160,-2.1365011914535037,1.4136788476309551e-68,67.84964924014527,1.174326420878216e-66,Upregulated in BRCA_LumA
ABLIM3,-2.7260100589416254,1.6468732621273108e-68,67.78333982139893,1.3625219996906517e-66,Upregulated in BRCA_LumA
GABBR2,6.877374553997501,1.7143700927780471e-68,67.76589541817643,1.4126684965309226e-66,Upregulated in BRCA_Basal
TRIP13,1.9803155418084897,1.9030465639540463e-68,67.72055058521751,1.5618683759683648e-66,Upregulated in BRCA_Basal
TUBA3D,-6.76238997983187,2.5610842210371417e-68,67.59157613955958,2.093558806662951e-66,Upregulated in BRCA_LumA
TMEM63C,-2.6401760489702433,3.055290328163878e-68,67.51494751474104,2.4876367838597796e-66,Upregulated in BRCA_LumA
CYP4B1,-4.483460827281032,3.129669235766934e-68,67.50450155915382,2.538124639504583e-66,Upregulated in BRCA_LumA
EXOC6,-1.3375691409870476,3.6154056018835874e-68,67.44184297339612,2.920507564545175e-66,Upregulated in BRCA_LumA
MOAP1,-1.0519269551679433,3.9170097267974435e-68,67.407045350002,3.1517335519384294e-66,Upregulated in BRCA_LumA
CAPN13,-2.6828353898211144,4.709282594286801e-68,67.32704524766368,3.774416416780336e-66,Upregulated in BRCA_LumA
RSPH1,-2.7234526017828524,5.184118058672104e-68,67.28532511677365,4.1388223473865456e-66,Upregulated in BRCA_LumA
PTPRT,-4.457438410687498,5.616059222650883e-68,67.25056832111777,4.4662908190058457e-66,Upregulated in BRCA_LumA
LDHB,2.5635076394726157,5.845298235807254e-68,67.23319332558664,4.6306497761503183e-66,Upregulated in BRCA_Basal
IGFALS,-4.632143202235334,6.035385814010866e-68,67.21929496226252,4.762847928149037e-66,Upregulated in BRCA_LumA
KCNK5,3.255715354645365,6.332130560608091e-68,67.19845013910863,4.977879495883403e-66,Upregulated in BRCA_Basal
FAM136A,1.1567643198853461,6.434242269865788e-68,67.1915025905455,5.038846675309399e-66,Upregulated in BRCA_Basal
EFCAB6,-2.3730910476392317,9.07364794554271e-68,67.04221807522146,7.078825420024537e-66,Upregulated in BRCA_LumA
EVL,-2.2439893943612366,9.293747378126147e-68,67.03180913665346,7.223072299408798e-66,Upregulated in BRCA_LumA
NEK5,-3.5722585846487926,1.112325453471355e-67,66.95376812465405,8.612337228047269e-66,Upregulated in BRCA_LumA
SRPK1,1.3610637675691453,1.134750188850703e-67,66.94509973630768,8.75293397550328e-66,Upregulated in BRCA_Basal
RND1,-2.540680972416506,1.1999654295519522e-67,66.92083126559496,9.186899508786177e-66,Upregulated in BRCA_LumA
HEXIM1,-1.2046928953469478,1.1999654295519522e-67,66.92083126559496,9.186899508786177e-66,Upregulated in BRCA_LumA
UCK2,1.4449711711193487,1.2388948167841237e-67,66.90696556402696,9.449681728913253e-66,Upregulated in BRCA_Basal
CMBL,-2.2284114104747603,1.2689156669281407e-67,66.89656724047803,9.642819131122812e-66,Upregulated in BRCA_LumA
RGMA,2.711694482155381,1.279082879405027e-67,66.89310131408108,9.684214951893854e-66,Upregulated in BRCA_Basal
GMPS,1.1880914067146873,1.8756701160057207e-67,66.72684354090161,1.4148896853016683e-65,Upregulated in BRCA_Basal
CHRD,-3.356462960938462,2.1307341437292106e-67,66.67147073475984,1.6014067091954559e-65,Upregulated in BRCA_LumA
SLC7A5,2.6417020072305117,2.5590983910752614e-67,66.59191301623099,1.916335065258475e-65,Upregulated in BRCA_Basal
CPEB2,-1.878232340245625,3.048883024044775e-67,66.51585923781448,2.274799341358207e-65,Upregulated in BRCA_LumA
C1orf135,1.8866310764639438,3.0977942167295274e-67,66.50894743535252,2.302918178944074e-65,Upregulated in BRCA_Basal
DALRD3,-1.2495422387798227,3.546404207634961e-67,66.45021176643928,2.626899694305203e-65,Upregulated in BRCA_LumA
ANKRD30B,-2.261779614528221,3.6465117435298555e-67,66.43812238346064,2.691335537904517e-65,Upregulated in BRCA_LumA
C9orf40,1.6368990540994501,3.6902725305858505e-67,66.4329415595431,2.713871390055931e-65,Upregulated in BRCA_Basal
ANKRD42,-1.3310009725794283,3.9956924215226035e-67,66.39840795006985,2.9279863251714567e-65,Upregulated in BRCA_LumA
ABCC11,-3.741206320428015,4.647088180111308e-67,66.3328190865544,3.393201255499068e-65,Upregulated in BRCA_LumA
STK32B,-3.5326588759662303,4.9915783372528526e-67,66.30176210873005,3.6318157561614903e-65,Upregulated in BRCA_LumA
CKS1B,1.537582740004059,6.69636892169542e-67,66.17416062785784,4.854985778634157e-65,Upregulated in BRCA_Basal
CROT,-1.9329581690389304,7.135305155786808e-67,66.14658744866841,5.155006731916681e-65,Upregulated in BRCA_LumA
MGC3771,-1.8758792608487111,8.700441937600547e-67,66.06045868690016,6.263707637743439e-65,Upregulated in BRCA_LumA
XPO5,1.2538900775826853,9.877202635141512e-67,66.00536603639834,7.086029498875299e-65,Upregulated in BRCA_Basal
ADAMTS15,-3.7810505091594133,1.0114891998925658e-66,65.99503875001834,7.231266691078629e-65,Upregulated in BRCA_LumA
ENO1,1.4776682453645624,1.0691904629686608e-66,65.97094492374505,7.590882324979579e-65,Upregulated in BRCA_Basal
LCMT2,-0.9813254504319949,1.0691904629686608e-66,65.97094492374505,7.590882324979579e-65,Not Significant
STMN1,1.7810233287945803,1.1573563976559522e-66,65.93653288331178,8.188496057622354e-65,Upregulated in BRCA_Basal
STIL,1.7711208581191527,1.2982204942936106e-66,65.88665153918242,9.153569794472957e-65,Upregulated in BRCA_Basal
NUP93,1.114042563794732,1.3667933955617344e-66,65.86429712840855,9.604064003471119e-65,Upregulated in BRCA_Basal
MCM7,1.420830992882048,1.4911614956932238e-66,65.82647531906188,1.0442201900557532e-64,Upregulated in BRCA_Basal
ELOVL5,-2.1155684803058996,1.5886365731431616e-66,65.79897544346646,1.1086954152296392e-64,Upregulated in BRCA_LumA
C17orf28,-2.004345127403323,1.626805054072846e-66,65.78866448702198,1.1314842745581917e-64,Upregulated in BRCA_LumA
PRRT3,-2.0782428973661675,1.71945666979542e-66,65.76460876389888,1.1918855388804875e-64,Upregulated in BRCA_LumA
FANCE,1.5973439267016798,2.1457033301341912e-66,65.66843032477094,1.48234144537688e-64,Upregulated in BRCA_Basal
TMEM144,-1.7204071606338371,2.232219573720966e-66,65.65126308797586,1.5369356111948583e-64,Upregulated in BRCA_LumA
SKP1,-0.8722243168526964,2.396802355607579e-66,65.62036777715032,1.644735475998539e-64,Not Significant
FAM123B,1.6762275481757645,2.6144670875041716e-66,65.582616820962,1.7881211900470198e-64,Upregulated in BRCA_Basal
C16orf61,1.2263805512371715,2.719813190994022e-66,65.56546092424028,1.8539909319872205e-64,Upregulated in BRCA_Basal
NCK2,1.2333791424018676,2.9317641583758763e-66,65.53287096883157,1.9918522185945772e-64,Upregulated in BRCA_Basal
TP53INP1,-1.6351187039987234,3.759515500515329e-66,65.4248681202347,2.5457999683027566e-64,Upregulated in BRCA_LumA
POP1,1.4830098564540308,3.789300676805725e-66,65.4214409325723,2.5575286607467064e-64,Upregulated in BRCA_Basal
C16orf45,-2.737976872227048,4.0044865646774754e-66,65.39745315908576,2.6939034535754896e-64,Upregulated in BRCA_LumA
C4orf32,-1.999687552101412,4.615399249792299e-66,65.3357907248695,3.094730778014327e-64,Upregulated in BRCA_LumA
PAK1IP1,1.1968398661294803,5.361243248171966e-66,65.27073448769313,3.5831266764166904e-64,Upregulated in BRCA_Basal
VGLL1,6.656421651173277,5.554804411142154e-66,65.25533122829056,3.7004375619420365e-64,Upregulated in BRCA_Basal
KIAA1467,-2.861525964160522,5.710153913277844e-66,65.24335218548683,3.7916161162664984e-64,Upregulated in BRCA_LumA
GIN1,-0.9269917470407713,5.800861318304219e-66,65.23650751712422,3.839421694482773e-64,Not Significant
MAP3K12,-1.6384971401285608,5.893004712126652e-66,65.22966321163695,3.887867224547095e-64,Upregulated in BRCA_LumA
SGOL1,1.8731917938624836,6.227145307936848e-66,65.20571100007291,4.095146391931034e-64,Upregulated in BRCA_Basal
PCSK4,-2.7252914706418316,6.276396644681209e-66,65.20228961843866,4.114348445864826e-64,Upregulated in BRCA_LumA
TLE3,-1.0814275290234436,7.119346816889159e-66,65.14755985001953,4.6520623563354064e-64,Upregulated in BRCA_LumA
E2F3,1.5030299200117594,7.642147908252382e-66,65.1167845611103,4.977828278778489e-64,Upregulated in BRCA_Basal
PCP2,-3.458035797471316,7.763425577399529e-66,65.1099466059208,5.0408217087684665e-64,Upregulated in BRCA_LumA
KIF20A,1.747302634616216,8.532445145056662e-66,65.06892649511212,5.505305329757e-64,Upregulated in BRCA_Basal
PIF1,2.433608006254557,8.532445145056662e-66,65.06892649511212,5.505305329757e-64,Upregulated in BRCA_Basal
TUBB,1.0400846482460535,9.086842235997194e-66,65.04158701201908,5.844634137874308e-64,Upregulated in BRCA_Basal
C12orf72,-1.1678807384932768,1.0224895306905207e-65,64.9903411300557,6.556075059596282e-64,Upregulated in BRCA_LumA
TENC1,-1.3550353512906814,1.2060597207994813e-65,64.91863118658102,7.709013505097743e-64,Upregulated in BRCA_LumA
ART3,7.654499430448996,1.2494820601022957e-65,64.90326997503534,7.961761773036926e-64,Upregulated in BRCA_Basal
E2F2,2.259804925321199,1.3569558195795864e-65,64.86743429207877,8.619820280536828e-64,Upregulated in BRCA_Basal
ZBTB42,-1.547294845314838,1.5878025056194568e-65,64.79920351705604,1.0055102410586424e-63,Upregulated in BRCA_LumA
IMPA2,2.1592966642952627,1.6129375947542033e-65,64.79238243532535,1.0182847252051306e-63,Upregulated in BRCA_Basal
ZNF442,-1.5134739326266538,1.6513856518840517e-65,64.78215149310492,1.039359840655122e-63,Upregulated in BRCA_LumA
KRT37,-4.403739492773727,1.724261430874076e-65,64.7633968862037,1.0819081357392751e-63,Upregulated in BRCA_LumA
SYBU,-2.420299165995821,1.917015015077199e-65,64.71737448548416,1.1991864048583527e-63,Upregulated in BRCA_LumA
KLHDC2,-0.9429006400409231,1.9781472030592316e-65,64.70374139368037,1.2336663924732313e-63,Not Significant
GALNT7,-1.9495696536326212,2.0735070796760063e-65,64.68329447746467,1.2892187351755242e-63,Upregulated in BRCA_LumA
RNASE4,-1.8363706861749207,2.4257069008174336e-65,64.61516167628382,1.5036451417212117e-63,Upregulated in BRCA_LumA
CHEK2,1.277191156652924,2.58274354025926e-65,64.5879187160024,1.596166625272274e-63,Upregulated in BRCA_Basal
ACOX2,-3.517447634770291,2.6030723902732557e-65,64.58451375418848,1.603899078186987e-63,Upregulated in BRCA_LumA
KIF16B,-1.675766554068464,2.728438139329655e-65,64.56408588833578,1.6761105911007743e-63,Upregulated in BRCA_LumA
CLCN4,2.6580278046398798,2.9050003299713343e-65,64.53685381394328,1.7792476647866218e-63,Upregulated in BRCA_Basal
SUSD3,-3.7553683395557598,3.267312521349573e-65,64.48580932288415,1.9951999497931708e-63,Upregulated in BRCA_LumA
CRIP1,-2.848021722396567,3.589315001509632e-65,64.44498842592024,2.1853283442425707e-63,Upregulated in BRCA_LumA
WDR19,-1.2620148689107142,3.973923214339365e-65,64.40078052874883,2.4123359914738193e-63,Upregulated in BRCA_LumA
ASPM,1.9180018604699005,4.100330057770987e-65,64.38718118315849,2.4817277913081155e-63,Upregulated in BRCA_Basal
LRRC50,-3.133001190841891,4.399588291520574e-65,64.35658796239713,2.655022134277033e-63,Upregulated in BRCA_LumA
DKC1,1.0998991391381336,4.647310445887719e-65,64.33279831516205,2.796290783833555e-63,Upregulated in BRCA_Basal
TMPRSS6,-5.317107246585596,4.813851427149892e-65,64.31750731775121,2.8880293445105697e-63,Upregulated in BRCA_LumA
KLHDC1,-1.7687551132186676,4.9089305406884335e-65,64.30901311294171,2.9279487451699207e-63,Upregulated in BRCA_LumA
FBXL5,-1.024619231356483,4.9089305406884335e-65,64.30901311294171,2.9279487451699207e-63,Upregulated in BRCA_LumA
GPN1,0.8370340243111463,5.025498925125204e-65,64.29882081556468,2.988788027412143e-63,Not Significant
FBXO36,-1.7552199626406964,5.144825692498091e-65,64.28862933461751,3.0509113745282035e-63,Upregulated in BRCA_LumA
AURKA,1.6008447795597758,5.740108675176763e-65,64.24107988520085,3.3941080633220985e-63,Upregulated in BRCA_Basal
KIAA0232,-1.2394453209549745,6.2555849090577756e-65,64.20373207671396,3.6882784817255005e-63,Upregulated in BRCA_LumA
RAB17,-1.80048468149453,6.555937864319692e-65,64.18336517122584,3.854290346708064e-63,Upregulated in BRCA_LumA
DDN,3.7633416604666974,6.978878264030679e-65,64.15621437721798,4.079561943629102e-63,Upregulated in BRCA_Basal
RIOK1,1.2421086505568715,6.978878264030679e-65,64.15621437721798,4.079561943629102e-63,Upregulated in BRCA_Basal
C16orf71,-2.3828966983674773,7.033622631796128e-65,64.15282093617901,4.0998826465679815e-63,Upregulated in BRCA_LumA
CBX2,2.5227883037502337,7.313830787702113e-65,64.1358550916897,4.251138246517619e-63,Upregulated in BRCA_Basal
WDR93,-2.5400879588420193,7.371193383296278e-65,64.13246219493283,4.2723770010868094e-63,Upregulated in BRCA_LumA
ODC1,1.774500178314314,7.72490737276559e-65,64.1121067193773,4.464778858433926e-63,Upregulated in BRCA_Basal
SLC26A9,5.637882107735616,8.684957191591503e-65,64.06123231786184,5.005560439805462e-63,Upregulated in BRCA_Basal
HMGA1,1.7191162344221842,9.763862912458785e-65,64.01037832683582,5.611622947838357e-63,Upregulated in BRCA_Basal
NCAPD2,1.652641064001026,9.917464696508722e-65,64.00359933682192,5.683981582205753e-63,Upregulated in BRCA_Basal
CST9,-8.073756752985982,1.0556330888013157e-64,63.97648700528544,6.033281257945793e-63,Upregulated in BRCA_LumA
RPH3AL,-2.032297585490277,1.0806339866813346e-64,63.96632137772219,6.159013371868784e-63,Upregulated in BRCA_LumA
PM20D2,2.2458986495932702,1.1502254459564164e-64,63.93921702891686,6.537486343527355e-63,Upregulated in BRCA_Basal
UBXN2A,1.0507975670516365,1.2147712750442923e-64,63.915505486129184,6.88526989540298e-63,Upregulated in BRCA_Basal
CRY2,-1.0617746099437146,1.4647296973399285e-64,63.83424251304692,8.279152597801833e-63,Upregulated in BRCA_LumA
MND1,1.9702961369251069,1.6020552084984595e-64,63.79532252175172,9.030485925266865e-63,Upregulated in BRCA_Basal
TIGD6,-0.9007346450916454,1.6335662736491675e-64,63.78686324153977,9.182880219927019e-63,Not Significant
FAM161B,-1.9222913260950198,1.698453330716366e-64,63.76994638196488,9.521547934327431e-63,Upregulated in BRCA_LumA
RAI2,-2.7607260231097204,1.821789733905469e-64,63.73950174957717,1.0185144893807198e-62,Upregulated in BRCA_LumA
DNAH5,-3.0432555979793663,1.954049383404467e-64,63.70906446483984,1.089488729584045e-62,Upregulated in BRCA_LumA
BTG2,-2.231062017667068,2.023724652413629e-64,63.69384857783626,1.125278656320402e-62,Upregulated in BRCA_LumA
DEK,1.4894968372411772,2.196079282935429e-64,63.65835198502349,1.2178149926288954e-62,Upregulated in BRCA_Basal
TTC39A,-2.2611983647454728,2.230530349774601e-64,63.65159186314195,1.2335854910155057e-62,Upregulated in BRCA_LumA
DONSON,1.4246930706543541,2.3738047576580244e-64,63.62455500406664,1.3057835393465776e-62,Upregulated in BRCA_Basal
RAD51AP1,1.9868651057380031,2.3738047576580244e-64,63.62455500406664,1.3057835393465776e-62,Upregulated in BRCA_Basal
STK38,1.1749789203977203,2.506671857929895e-64,63.60090251471261,1.3751843096525557e-62,Upregulated in BRCA_Basal
MAPT-AS1,-7.149931847987237,2.5959738290211233e-64,63.585699690134,1.420378427302811e-62,Upregulated in BRCA_LumA
MEMO1,1.1007171688779798,2.6264401566049645e-64,63.580632490140644,1.4332260407771452e-62,Upregulated in BRCA_Basal
FAM174B,-1.7344142654488146,2.64694873287477e-64,63.57725447020043,1.4405860504277065e-62,Upregulated in BRCA_LumA
NT5DC2,1.7133459508709914,2.688445875356495e-64,63.57049870245286,1.4592998008085863e-62,Upregulated in BRCA_Basal
PSMB2,0.9963702831183006,2.9514014364933266e-64,63.529971715679046,1.5978061919253317e-62,Not Significant
C16orf57,1.1483095637086538,3.128607037211139e-64,63.504648982168014,1.689283136565741e-62,Upregulated in BRCA_Basal
CTSL2,3.199266208448806,3.290737645910068e-64,63.482706740457175,1.772161549049417e-62,Upregulated in BRCA_Basal
UPF0639,-4.520305297686491,3.303550617695351e-64,63.48101903445355,1.7744044914626495e-62,Upregulated in BRCA_LumA
RIPK2,1.4188303826719895,3.474714126801829e-64,63.45908092006942,1.861466957016186e-62,Upregulated in BRCA_Basal
DBF4,1.2209891145316394,3.726392555511025e-64,63.428711396430614,1.9910969389056043e-62,Upregulated in BRCA_Basal
GAMT,-2.259215236928614,3.755454819703324e-64,63.42533745846651,1.9962285489811604e-62,Upregulated in BRCA_LumA
HPDL,3.2593004865786943,3.755454819703324e-64,63.42533745846651,1.9962285489811604e-62,Upregulated in BRCA_Basal
KIF14,2.0143415279665957,4.2855405450894096e-64,63.36799439172356,2.272111651269884e-62,Upregulated in BRCA_Basal
C5orf30,-1.4733562083600518,4.4207329921859304e-64,63.35450571525068,2.337747410661622e-62,Upregulated in BRCA_LumA
GPSM2,1.589267841408808,4.5249088965918736e-64,63.34439016034955,2.38668588021265e-62,Upregulated in BRCA_Basal
TSPAN31,-1.004766477580065,4.8901531417290874e-64,63.31067754014704,2.5727221067178823e-62,Upregulated in BRCA_LumA
EZH2,1.642931719991531,5.063958985464919e-64,63.29550982045879,2.6573480937025375e-62,Upregulated in BRCA_Basal
KIAA0040,-1.7016810839340382,5.367420621843483e-64,63.27023436957458,2.809406538749607e-62,Upregulated in BRCA_LumA
KRT18,-1.7246786363576698,5.891091101474909e-64,63.22980426116115,3.0756592167954756e-62,Upregulated in BRCA_LumA
C2orf55,-1.5896271954499581,6.124036383221321e-64,63.21296223779982,3.1891618911404844e-62,Upregulated in BRCA_LumA
SEC16A,-1.0069835083560035,7.376458570862219e-64,63.13215209241477,3.8316500495430637e-62,Upregulated in BRCA_LumA
RNASEH1,1.0661286441775288,7.667905962511259e-64,63.115323221851995,3.972982185323385e-62,Upregulated in BRCA_Basal
KCNH1,-3.770563744799485,1.094954282028259e-63,62.96060401367989,5.6590105689309366e-62,Upregulated in BRCA_LumA
